#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |           filename             |rands/second|
        mt19937|/Users/acagliano/Desktop/TI_UMemDmps/csprng_output/revN/RNGDumpAll.bin|  1.25e+08  |
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
      rgb_lagged_sum|   3|   1000000|     100|0.98539398|  PASSED  
      rgb_lagged_sum|   4|   1000000|     100|0.01364357|  PASSED  
      rgb_lagged_sum|   5|   1000000|     100|0.42267662|  PASSED  
      rgb_lagged_sum|   6|   1000000|     100|0.52831901|  PASSED  
      rgb_lagged_sum|   7|   1000000|     100|0.80138478|  PASSED  
      rgb_lagged_sum|   8|   1000000|     100|0.44803313|  PASSED  
      rgb_lagged_sum|   9|   1000000|     100|0.48666724|  PASSED  
      rgb_lagged_sum|  10|   1000000|     100|0.52955758|  PASSED  
      rgb_lagged_sum|  11|   1000000|     100|0.10223806|  PASSED  
      rgb_lagged_sum|  12|   1000000|     100|0.56817784|  PASSED  
      rgb_lagged_sum|  13|   1000000|     100|0.74562703|  PASSED  
      rgb_lagged_sum|  14|   1000000|     100|0.37351809|  PASSED  
      rgb_lagged_sum|  15|   1000000|     100|0.12559580|  PASSED  
      rgb_lagged_sum|  16|   1000000|     100|0.58298445|  PASSED  
      rgb_lagged_sum|  17|   1000000|     100|0.76855835|  PASSED  
      rgb_lagged_sum|  18|   1000000|     100|0.85363143|  PASSED  
      rgb_lagged_sum|  19|   1000000|     100|0.24998137|  PASSED  
      rgb_lagged_sum|  20|   1000000|     100|0.98970471|  PASSED  
      rgb_lagged_sum|  21|   1000000|     100|0.38395855|  PASSED  
      rgb_lagged_sum|  22|   1000000|     100|0.19558241|  PASSED  
      rgb_lagged_sum|  23|   1000000|     100|0.02766385|  PASSED  
      rgb_lagged_sum|  24|   1000000|     100|0.33939674|  PASSED  
      rgb_lagged_sum|  25|   1000000|     100|0.95315409|  PASSED  
      rgb_lagged_sum|  26|   1000000|     100|0.88682765|  PASSED  
      rgb_lagged_sum|  27|   1000000|     100|0.59752912|  PASSED  
      rgb_lagged_sum|  28|   1000000|     100|0.60565687|  PASSED  
      rgb_lagged_sum|  29|   1000000|     100|0.53810564|  PASSED  
      rgb_lagged_sum|  30|   1000000|     100|0.86390833|  PASSED  
      rgb_lagged_sum|  31|   1000000|     100|0.67778582|  PASSED  
      rgb_lagged_sum|  32|   1000000|     100|0.12256158|  PASSED  
     rgb_kstest_test|   0|     10000|    1000|0.41599936|  PASSED  
     dab_bytedistrib|   0|  51200000|       1|0.26023243|  PASSED  
             dab_dct| 256|     50000|       1|0.96958844|  PASSED  
Preparing to run test 207.  ntuple = 0
        dab_filltree|  32|  15000000|       1|0.00127174|   WEAK   
        dab_filltree|  32|  15000000|       1|0.42136011|  PASSED  
Preparing to run test 208.  ntuple = 0
       dab_filltree2|   0|   5000000|       1|0.15390114|  PASSED  
       dab_filltree2|   1|   5000000|       1|0.19789596|  PASSED  
Preparing to run test 209.  ntuple = 0
        dab_monobit2|  12|  65000000|       1|0.33561224|  PASSED  
#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |           filename             |rands/second|
        mt19937|/Users/acagliano/Desktop/TI_UMemDmps/csprng_output/revN/RNGDumpAll.bin|  1.83e+08  |
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
#=============================================================================#
   diehard_birthdays|   0|       100|     100|0.47728477|  PASSED  
      diehard_operm5|   0|   1000000|     100|0.88422106|  PASSED  
  diehard_rank_32x32|   0|     40000|     100|0.69404569|  PASSED  
    diehard_rank_6x8|   0|    100000|     100|0.38719895|  PASSED  
   diehard_bitstream|   0|   2097152|     100|0.61694098|  PASSED  
        diehard_opso|   0|   2097152|     100|0.93809367|  PASSED  
        diehard_oqso|   0|   2097152|     100|0.31111943|  PASSED  
         diehard_dna|   0|   2097152|     100|0.51210612|  PASSED  
diehard_count_1s_str|   0|    256000|     100|0.74750565|  PASSED  
diehard_count_1s_byt|   0|    256000|     100|0.04935295|  PASSED  
 diehard_parking_lot|   0|     12000|     100|0.24455606|  PASSED  
    diehard_2dsphere|   2|      8000|     100|0.50427106|  PASSED  
    diehard_3dsphere|   3|      4000|     100|0.58424522|  PASSED  
     diehard_squeeze|   0|    100000|     100|0.98705827|  PASSED  
        diehard_sums|   0|       100|     100|0.07534215|  PASSED  
        diehard_runs|   0|    100000|     100|0.59328929|  PASSED  
        diehard_runs|   0|    100000|     100|0.89615738|  PASSED  
       diehard_craps|   0|    200000|     100|0.65722776|  PASSED  
       diehard_craps|   0|    200000|     100|0.95944322|  PASSED  
