#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |           filename             |rands/second|
        mt19937|/Users/acagliano/Desktop/TI_UMemDmps/csprng_output/revC/RNGDumpAll.bin|  1.74e+08  |
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
       dab_filltree2|   1|   5000000|       1|0.96790327|  PASSED  
Preparing to run test 209.  ntuple = 0
        dab_monobit2|  12|  65000000|       1|0.22810390|  PASSED  
#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |           filename             |rands/second|
        mt19937|/Users/acagliano/Desktop/TI_UMemDmps/csprng_output/revC/RNGDumpAll.bin|  1.43e+08  |
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
#=============================================================================#
   diehard_birthdays|   0|       100|     100|0.81122720|  PASSED  
      diehard_operm5|   0|   1000000|     100|0.74663935|  PASSED  
  diehard_rank_32x32|   0|     40000|     100|0.76753591|  PASSED  
    diehard_rank_6x8|   0|    100000|     100|0.57058402|  PASSED  
   diehard_bitstream|   0|   2097152|     100|0.64474361|  PASSED  
        diehard_opso|   0|   2097152|     100|0.87992335|  PASSED  
        diehard_oqso|   0|   2097152|     100|0.27237228|  PASSED  
         diehard_dna|   0|   2097152|     100|0.35654496|  PASSED  
diehard_count_1s_str|   0|    256000|     100|0.00000598|   WEAK   
diehard_count_1s_byt|   0|    256000|     100|0.87938003|  PASSED  
 diehard_parking_lot|   0|     12000|     100|0.27377983|  PASSED  
    diehard_2dsphere|   2|      8000|     100|0.91078354|  PASSED  
    diehard_3dsphere|   3|      4000|     100|0.88163925|  PASSED  
     diehard_squeeze|   0|    100000|     100|0.81246198|  PASSED  
        diehard_sums|   0|       100|     100|0.83156498|  PASSED  
        diehard_runs|   0|    100000|     100|0.39127723|  PASSED  
        diehard_runs|   0|    100000|     100|0.28671280|  PASSED  
       diehard_craps|   0|    200000|     100|0.62051813|  PASSED  
       diehard_craps|   0|    200000|     100|0.58927799|  PASSED  
 marsaglia_tsang_gcd|   0|  10000000|     100|0.56748898|  PASSED  
 marsaglia_tsang_gcd|   0|  10000000|     100|0.87386650|  PASSED  
         sts_monobit|   1|    100000|     100|0.41668329|  PASSED  
            sts_runs|   2|    100000|     100|0.96306833|  PASSED  
          sts_serial|   1|    100000|     100|0.71251388|  PASSED  
          sts_serial|   2|    100000|     100|0.95871874|  PASSED  
          sts_serial|   3|    100000|     100|0.53302021|  PASSED  
          sts_serial|   3|    100000|     100|0.40795676|  PASSED  
          sts_serial|   4|    100000|     100|0.18197490|  PASSED  
          sts_serial|   4|    100000|     100|0.60158962|  PASSED  
          sts_serial|   5|    100000|     100|0.32942313|  PASSED  
          sts_serial|   5|    100000|     100|0.66597028|  PASSED  
          sts_serial|   6|    100000|     100|0.21230777|  PASSED  
          sts_serial|   6|    100000|     100|0.08017232|  PASSED  
          sts_serial|   7|    100000|     100|0.60313063|  PASSED  
